movie,original_language,popularity,vote_average,vote_count,release_date,production_budget,worldwide_gross,genres,release_month,ROI
the other guys,en,13.508,6.2,2187,2010-08-06,100000000,170936470,multiple_genres,8,70936470
the other side of the door,en,9.078,5.3,470,2016-03-04,5000000,12905107,drama,3,7905107
the other woman,fr,6.359,4.9,60,2014-04-25,40000000,195111193,multiple_genres,4,155111193
the outrageous sophie tucker,en,0.628,6.0,1,2015-07-24,500000,0,documentary,7,-500000
the overnight,en,6.576,6.0,200,2015-06-19,200000,1165996,multiple_genres,6,965996
the paperboy,en,8.143,5.5,409,2012-10-05,12500000,4027663,multiple_genres,10,-8472337
the past is a grotesque animal,en,0.6,5.5,2,2014-06-19,100000,20056,multiple_genres,6,-79944
the peanuts movie,en,11.344,6.6,894,2015-11-06,99000000,250091610,multiple_genres,11,151091610
the perfect guy,en,6.727,5.7,211,2015-09-11,18000000,60278166,multiple_genres,9,42278166
the perfect host,en,6.088,6.3,217,2011-07-01,1000000,51587,fantasy,7,-948413
the perfect man,en,0.655,8.0,2,2005-06-17,10000000,19535005,multiple_genres,6,9535005
the perfect match,en,6.875,5.5,78,2016-03-11,5000000,10182050,romance,3,5182050
the perks of being a wallflower,en,15.148,7.8,5938,2012-09-21,13000000,33069303,drama,9,20069303
the place beyond the pines,en,12.96,6.9,2781,2013-03-29,15000000,47011449,multiple_genres,3,32011449
the pledge,en,0.6,6.0,1,2001-01-19,45000000,29406132,multiple_genres,1,-15593868
the possession,en,8.978,5.9,918,2012-08-31,14000000,82925064,multiple_genres,8,68925064
the possession of hannah grace,en,20.263,5.1,393,2018-11-30,6000000,42785387,multiple_genres,11,36785387
the post,en,15.551,7.0,2506,2017-12-22,50000000,179748880,multiple_genres,12,129748880
the predator,en,29.473,5.2,2018,2018-09-14,88000000,159487563,multiple_genres,9,71487563
the prince,en,12.324,4.8,317,2014-08-22,18000000,0,multiple_genres,8,-18000000
the promise,en,0.6,9.0,1,2017-04-21,90000000,10551417,multiple_genres,4,-79448583
the purge,en,24.364,6.2,4797,2013-06-07,3000000,91266581,multiple_genres,6,88266581
the purge: anarchy,en,28.424,6.6,3754,2014-07-18,9000000,111534881,multiple_genres,7,102534881
the purge: election year,en,18.975,6.3,2900,2016-07-01,10000000,118514727,multiple_genres,7,108514727
the railway man,en,9.582,6.9,408,2014-04-11,18000000,23910210,multiple_genres,4,5910210
the raven,en,0.6,5.9,5,2012-04-27,26000000,30601801,multiple_genres,4,4601801
the reef,en,5.173,5.6,264,2010-12-31,10000000,15037867,multiple_genres,12,5037867
the reluctant fundamentalist,en,7.46,6.7,120,2013-04-26,15000000,528731,multiple_genres,4,-14471269
the resurrection of gavin stone,en,1.509,6.7,10,2017-01-20,2000000,2303792,multiple_genres,1,303792
the return,en,0.6,7.0,2,2004-02-06,15000000,5953886,documentary,2,-9046114
the revenant,en,19.41,7.4,11064,2015-12-25,135000000,532938302,multiple_genres,12,397938302
the ridiculous 6,en,10.187,5.0,676,2015-12-11,60000000,0,multiple_genres,12,-60000000
the rise of the krays,en,3.322,4.8,26,2016-02-02,2500000,0,multiple_genres,2,-2500000
the rite,en,9.676,5.9,994,2011-01-28,37000000,97143987,multiple_genres,1,60143987
the road,tl,2.948,5.1,24,2009-11-25,25000000,29206732,multiple_genres,11,4206732
the roommate,en,8.134,5.4,406,2011-02-04,16000000,52545707,multiple_genres,2,36545707
the rover,en,13.528,6.2,435,2014-06-13,8500000,3180252,multiple_genres,6,-5319748
the rum diary,en,12.011,5.7,652,2011-10-28,45000000,21544732,multiple_genres,10,-23455268
the runaways,en,8.19,6.4,448,2010-03-19,9500000,5278632,multiple_genres,3,-4221368
the saint,en,6.958,5.1,133,1997-04-04,90000000,169400000,drama,4,79400000
the sapphires,en,6.16,6.7,97,2013-03-22,9000000,20395040,multiple_genres,3,11395040
the second best exotic marigold hotel,en,7.731,6.4,420,2015-03-06,10000000,90384306,multiple_genres,3,80384306
the secret life of pets,en,9.909,6.1,5374,2016-07-08,75000000,886750534,multiple_genres,7,811750534
the secret life of walter mitty,en,10.743,7.1,4859,2013-12-25,91000000,187861183,multiple_genres,12,96861183
the sessions,en,6.46,6.9,296,2012-10-19,1000000,11495204,multiple_genres,10,10495204
the shallows,en,14.091,6.3,3037,2016-06-24,13000000,118763442,multiple_genres,6,105763442
the shape of water,en,22.025,7.2,7224,2017-12-01,19500000,195790794,multiple_genres,12,176290794
the signal,en,0.661,7.0,2,2008-02-22,50000,406299,multiple_genres,2,356299
the sisterhood of night,en,3.314,6.4,51,2015-04-10,1000000,6870,multiple_genres,4,-993130
the sisters brothers,en,13.738,7.0,590,2018-09-21,38000000,13143056,multiple_genres,9,-24856944
the sitter,en,11.571,5.4,472,2011-12-09,25000000,38749404,comedy,12,13749404
the skeleton twins,en,10.341,6.7,394,2014-09-12,1000000,5797192,multiple_genres,9,4797192
the sleepwalker,en,2.659,4.1,9,2014-11-21,1100000,2636,drama,11,-1097364
the smurfs,en,16.533,5.6,2112,2011-07-29,110000000,563749323,multiple_genres,7,453749323
the smurfs 2,en,12.941,5.7,1200,2013-07-31,110000000,348547523,multiple_genres,7,238547523
the snowman,en,14.581,5.1,1225,2017-10-20,35000000,43226146,multiple_genres,10,8226146
the social network,en,15.889,7.2,6116,2010-10-01,40000000,224922135,multiple_genres,10,184922135
the son of no one,en,7.586,5.1,156,2011-11-04,15000000,1148578,multiple_genres,11,-13851422
the sorcerer's apprentice,en,14.463,5.9,2879,2010-07-14,160000000,217986320,multiple_genres,7,57986320
the space between us,en,14.437,7.1,1455,2017-02-03,30000000,16481405,multiple_genres,2,-13518595
the spectacular now,en,13.679,6.6,1801,2013-08-02,2500000,6916951,multiple_genres,8,4416951
the spongebob movie: sponge out of water,en,13.815,5.7,1165,2015-02-06,74000000,311013181,multiple_genres,2,237013181
the spy next door,en,10.746,5.7,650,2010-01-15,28000000,46752858,multiple_genres,1,18752858
the square,en,9.396,6.9,606,2013-10-25,1500000,176262,documentary,10,-1323738
the star,en,14.53,5.4,233,2017-11-17,20000000,62758010,multiple_genres,11,42758010
the strangers: prey at night,en,13.31,5.4,621,2018-03-09,5000000,29960051,horror,3,24960051
the sweeney,en,6.4,5.9,142,2013-03-01,4500000,8000366,multiple_genres,3,3500366
the switch,en,7.745,6.1,1008,2010-08-20,19000000,49858465,multiple_genres,8,30858465
the tempest,en,6.3,5.8,52,2010-12-10,20000000,277943,multiple_genres,12,-19722057
the theory of everything,en,13.866,7.9,6412,2014-11-07,15000000,123327692,multiple_genres,11,108327692
the thing,en,12.349,6.1,1404,2011-10-14,38000000,27573078,multiple_genres,10,-10426922
the three musketeers,en,11.932,5.7,1596,2011-10-21,90000000,139877913,multiple_genres,10,49877913
the three stooges,en,9.358,5.1,215,2012-04-13,30000000,54052249,documentary,4,24052249
the to do list,en,7.33,5.5,534,2013-07-26,1500000,4128828,multiple_genres,7,2628828
the tourist,en,10.307,6.1,3133,2010-12-10,100000000,278731369,multiple_genres,12,178731369
the town,en,13.476,7.1,2386,2010-09-17,37000000,152566881,horror,9,115566881
the transporter refueled,en,13.428,5.4,836,2015-09-04,22000000,69698495,multiple_genres,9,47698495
the tree of life,en,11.569,6.6,1730,2011-05-27,35000000,61721826,multiple_genres,5,26721826
the twilight saga: eclipse,en,20.34,6.0,4909,2010-06-30,68000000,706102828,multiple_genres,6,638102828
the upside,en,28.138,7.3,274,2019-01-11,37500000,119024536,multiple_genres,1,81524536
the vatican exorcisms,en,0.819,4.2,14,2013-12-31,1100000,0,horror,12,-1100000
the vatican tapes,en,7.841,4.6,365,2015-07-24,13000000,14929184,multiple_genres,7,1929184
the veil,en,6.0,4.1,44,2015-12-31,4000000,0,horror,12,-4000000
the virginity hit,en,4.834,4.6,35,2010-09-24,2000000,636706,comedy,9,-1363294
the visit,en,0.631,8.0,1,2015-09-11,5000000,98677816,multiple_genres,9,93677816
the vow,en,13.046,7.1,2409,2012-02-10,30000000,197618160,multiple_genres,2,167618160
the walk,en,11.754,6.9,1906,2015-09-30,35000000,61492104,multiple_genres,9,26492104
the walking deceased,en,3.215,5.0,59,2015-03-20,2000000,0,multiple_genres,3,-2000000
the wall,de,5.577,6.7,61,2017-05-12,3000000,4495262,comedy,5,1495262
the warrior's way,en,8.259,6.1,203,2010-12-03,42000000,8514325,multiple_genres,12,-33485675
the watch,en,10.228,5.4,1356,2012-07-27,55000000,67130045,multiple_genres,7,12130045
the watcher,en,2.237,5.4,58,2000-09-08,33000000,47267829,drama,9,14267829
the water diviner,en,11.479,6.8,682,2015-04-24,22500000,31054727,multiple_genres,4,8554727
the way way back,en,9.977,7.1,1043,2013-07-05,5000000,26853810,multiple_genres,7,21853810
the wedding ringer,en,15.876,6.5,961,2015-01-16,23000000,80171596,comedy,1,57171596
the wicked within,en,2.897,4.4,28,2013-12-31,1200000,0,horror,12,-1200000
the witch,en,13.493,6.6,2931,2016-02-19,3500000,40454520,multiple_genres,2,36954520
the wolf of wall street,en,29.518,7.9,12411,2013-12-25,100000000,389870414,multiple_genres,12,289870414
the wolfman,en,14.03,5.7,1009,2010-02-12,150000000,142634358,multiple_genres,2,-7365642
the wolverine,en,4.323,6.3,6176,2013-07-26,115000000,416456852,multiple_genres,7,301456852
the woman in black,en,12.781,6.1,2122,2012-02-03,15000000,128955898,multiple_genres,2,113955898
the word,pl,0.84,4.8,15,2014-03-14,200000,3648,drama,3,-196352
the words,en,7.201,6.6,628,2012-09-07,6000000,16369708,multiple_genres,9,10369708
the world's end,en,12.719,6.7,2990,2013-08-23,20000000,47508505,multiple_genres,8,27508505
the young and prodigious t.s. spivet,en,7.285,6.7,389,2015-07-31,33000000,357687,multiple_genres,7,-32642313
the young messiah,en,5.531,6.1,50,2016-03-11,16800000,7313697,multiple_genres,3,-9486303
there be dragons,en,7.058,5.1,93,2011-05-06,36000000,4020990,multiple_genres,5,-31979010
they came together,en,7.353,5.5,226,2014-06-27,3000000,82780,multiple_genres,6,-2917220
they will have to kill us first,fr,0.6,5.0,1,2016-03-04,600000,7943,documentary,3,-592057
think like a man,en,5.905,6.9,438,2012-04-20,12000000,113373764,multiple_genres,4,101373764
think like a man too,en,8.25,6.3,319,2014-06-20,24000000,70027933,multiple_genres,6,46027933
this is 40,en,8.132,5.7,1296,2012-12-21,35000000,90221182,multiple_genres,12,55221182
this is martin bonner,en,1.897,5.7,9,2013-06-21,42000,0,drama,6,-42000
this is the end,en,10.635,6.2,3789,2013-06-12,32000000,126539117,multiple_genres,6,94539117
this is where i leave you,en,9.681,6.6,695,2014-09-19,20000000,41296320,multiple_genres,9,21296320
this means war,en,12.017,6.0,2096,2012-02-17,65000000,156974557,multiple_genres,2,91974557
thor,en,38.068,6.7,12764,2011-05-06,150000000,449326618,multiple_genres,5,299326618
thor: ragnarok,en,43.45,7.5,11380,2017-11-03,180000000,846980024,multiple_genres,11,666980024
thor: the dark world,en,31.014,6.7,10171,2013-11-08,150000000,644602516,multiple_genres,11,494602516
thoroughbreds,en,11.241,6.3,398,2018-03-09,5000000,3187302,multiple_genres,3,-1812698
"three billboards outside ebbing, missouri",en,17.808,8.2,5432,2017-11-10,12000000,160191915,multiple_genres,11,148191915
thunder and the house of magic,en,6.781,6.3,196,2014-09-05,34000000,62582520,multiple_genres,9,28582520
tiger orange,en,2.62,6.2,8,2015-07-07,100000,0,drama,7,-100000
tim and eric's billion dollar movie,en,4.946,5.7,61,2012-03-02,3000000,223652,comedy,3,-2776348
time to choose,en,0.753,8.3,3,2016-06-03,3500000,29233,documentary,6,-3470767
tinker tailor soldier spy,en,10.831,6.7,1402,2011-12-09,21000000,81452811,multiple_genres,12,60452811
tiny furniture,en,6.695,5.9,82,2010-11-12,50000,424149,multiple_genres,11,374149
to rome with love,en,9.563,5.7,1097,2012-06-22,21500000,74326015,multiple_genres,6,52826015
to write love on her arms,en,6.328,6.8,66,2015-03-03,3400000,0,multiple_genres,3,-3400000
tomb raider,en,24.968,6.3,4310,2018-03-16,90000000,273477501,multiple_genres,3,183477501
tomorrowland,en,20.136,6.2,4610,2015-05-22,170000000,206627518,multiple_genres,5,36627518
tooth fairy,en,12.65,5.3,1058,2010-01-22,48000000,112610386,multiple_genres,1,64610386
top five,en,6.322,6.3,281,2014-12-12,12000000,26001741,multiple_genres,12,14001741
top spin,en,1.249,6.9,10,2015-08-21,150000,5858,documentary,8,-144142
total recall,en,17.243,5.9,3486,2012-08-03,125000000,211856088,multiple_genres,8,86856088
tower heist,en,12.213,6.0,1592,2011-11-04,85000000,150422946,multiple_genres,11,65422946
toy story 3,en,24.445,7.7,8340,2010-06-18,200000000,1068879522,multiple_genres,6,868879522
tracker,en,3.581,6.7,29,2011-12-31,6500000,3149,multiple_genres,12,-6496851
trade of innocents,en,5.882,5.7,16,2012-10-05,5800000,15091,multiple_genres,10,-5784909
trainwreck,en,18.423,5.8,1731,2015-07-17,35000000,141123897,multiple_genres,7,106123897
trance,en,9.571,6.6,1348,2013-04-05,16000000,22594052,documentary,4,6594052
transcendence,en,11.035,6.0,3491,2014-04-18,100000000,103039258,multiple_genres,4,3039258
transformers: age of extinction,en,20.961,5.8,4805,2014-06-27,210000000,1104039076,multiple_genres,6,894039076
transformers: dark of the moon,en,5.339,6.1,4961,2011-06-29,195000000,1123790543,multiple_genres,6,928790543
transformers: the last knight,en,24.258,6.0,3255,2017-06-21,217000000,602893340,multiple_genres,6,385893340
trapped,en,0.655,5.8,2,2002-09-20,30000000,6916869,thriller,9,-23083131
trash,es,0.6,3.0,3,2015-10-09,12000000,6553186,comedy,10,-5446814
treachery,en,1.874,4.8,5,2013-12-31,625000,0,multiple_genres,12,-625000
treading water,en,1.39,6.2,7,2015-03-10,4700000,0,multiple_genres,3,-4700000
trespass,en,11.909,5.5,589,2011-10-14,35000000,786532,multiple_genres,10,-34213468
triangle,en,7.761,6.8,1094,2010-02-10,12000000,1594955,multiple_genres,2,-10405045
triple 9,en,13.334,5.8,1258,2016-02-26,20000000,25943792,multiple_genres,2,5943792
trolls,en,16.286,6.6,1880,2016-11-04,125000000,344150134,multiple_genres,11,219150134
tron: legacy,en,13.459,6.3,4387,2010-12-17,200000000,400062763,multiple_genres,12,200062763
trouble with the curve,en,8.548,6.7,613,2012-09-21,60000000,47818913,multiple_genres,9,-12181087
true grit,en,13.118,7.2,2816,2010-12-22,35000000,252276928,multiple_genres,12,217276928
trust,en,7.805,6.6,556,2011-04-01,4000000,120016,multiple_genres,4,-3879984
truth or dare,en,0.6,7.0,1,2018-04-13,3500000,95127344,multiple_genres,4,91627344
tulip fever,en,9.89,6.4,307,2017-09-01,25000000,6792768,multiple_genres,9,-18207232
turbo,en,14.876,6.1,1758,2013-07-17,135000000,286896578,multiple_genres,7,151896578
turbulence,en,1.073,5.6,5,1997-01-10,55000000,11532774,multiple_genres,1,-43467226
tusk,en,8.655,5.3,601,2014-09-19,3000000,1887554,multiple_genres,9,-1112446
twixt,en,6.12,5.0,132,2013-07-23,7000000,1268346,multiple_genres,7,-5731654
two night stand,en,9.191,6.5,1241,2014-09-26,1600000,868081,multiple_genres,9,-731919
unbroken,en,12.354,7.4,2240,2014-12-25,65000000,163527824,multiple_genres,12,98527824
uncle drew,en,10.836,6.5,220,2018-06-29,18000000,46527161,multiple_genres,6,28527161
under the rainbow,en,3.705,5.5,42,1981-07-31,20000000,18826490,multiple_genres,7,-1173510
under the skin,en,9.527,6.1,1781,2014-04-04,13300000,7229933,multiple_genres,4,-6070067
underdogs,en,1.4,5.5,16,2013-08-16,2500000,1392649,multiple_genres,8,-1107351
underworld: blood wars,en,18.976,5.5,2318,2017-01-06,35000000,81209222,multiple_genres,1,46209222
unfinished business,en,8.516,5.2,472,2015-03-06,35000000,13214051,multiple_genres,3,-21785949
unforgettable,en,8.323,5.5,310,2017-04-21,12000000,16221211,multiple_genres,4,4221211
unfriended,en,8.12,5.4,2019,2015-04-17,1000000,64364198,multiple_genres,4,63364198
unfriended: dark web,en,17.861,6.1,365,2018-07-20,1000000,16434588,multiple_genres,7,15434588
unhinged,en,3.864,5.1,6,2019-09-30,29000000,0,thriller,9,-29000000
united passions,en,1.519,3.3,21,2015-06-05,30000000,168832,multiple_genres,6,-29831168
unknown,en,12.08,6.6,2043,2011-02-18,40000000,136123083,multiple_genres,2,96123083
unnatural,en,4.652,4.3,22,2015-12-31,3000000,0,multiple_genres,12,-3000000
unsane,en,16.316,6.2,667,2018-03-23,1500000,14244931,multiple_genres,3,12744931
unstoppable,en,14.01,6.4,1913,2010-11-12,95000000,165720921,documentary,11,70720921
unsullied,en,2.478,3.3,3,2016-04-22,1500000,510957,multiple_genres,4,-989043
upgrade,en,21.413,7.4,1326,2018-06-01,3000000,16553285,drama,6,13553285
upside down,en,12.454,6.2,1645,2013-03-15,50000000,26387039,drama,3,-23612961
uss indianapolis: men of courage,en,11.221,5.9,328,2016-11-11,40000000,1663785,multiple_genres,11,-38336215
vacation,hu,0.6,7.0,1,2015-07-29,31000000,102306500,multiple_genres,7,71306500
valentine's day,en,11.187,5.8,1907,2010-02-12,52000000,217569328,multiple_genres,2,165569328
valerian and the city of a thousand planets,en,24.003,6.6,4149,2017-07-21,180000000,215098356,multiple_genres,7,35098356
vampires,de,2.989,6.0,12,1998-10-30,20000000,20268825,multiple_genres,10,268825
vampires suck,en,8.992,4.1,658,2010-08-18,20000000,81424988,comedy,8,61424988
vamps,en,6.65,5.0,145,2012-11-02,16000000,94812,multiple_genres,11,-15905188
venom,en,44.007,6.6,6206,2005-09-16,25000000,881745,thriller,9,-24118255
veronica mars,en,7.821,6.7,699,2014-03-14,6000000,3485383,multiple_genres,3,-2514617
vessel,en,1.266,6.3,13,2015-01-09,800000,0,drama,1,-800000
vice,en,14.641,4.3,312,2018-12-25,60000000,70883171,multiple_genres,12,10883171
victor frankenstein,en,9.061,5.8,1200,2015-11-25,40000000,31124367,multiple_genres,11,-8875633
walter,en,3.277,5.5,31,2015-03-13,700000,0,thriller,3,-700000
wanderlust,en,9.896,5.4,693,2012-02-24,32500000,24159934,multiple_genres,2,-8340066
war,en,0.6,6.0,1,2007-08-24,25000000,40686409,drama,8,15686409
war dogs,en,10.654,6.8,2387,2016-08-19,50000000,86234503,multiple_genres,8,36234503
war for the planet of the apes,en,23.445,7.0,5235,2017-07-14,152000000,489592267,multiple_genres,7,337592267
war horse,en,10.378,7.2,1849,2011-12-25,70000000,156815529,drama,12,86815529
war of the worlds,en,0.6,7.1,5,2005-06-29,132000000,606836535,thriller,6,474836535
war room,en,7.419,7.5,171,2015-08-28,3000000,73975239,drama,8,70975239
warcraft,en,21.464,6.3,4071,2016-06-10,160000000,425522281,multiple_genres,6,265522281
warm bodies,en,13.259,6.3,4109,2013-02-01,30000000,115121608,multiple_genres,2,85121608
warrior,en,15.478,7.8,2189,2011-09-09,25000000,24215385,multiple_genres,9,-784615
water & power,en,0.628,3.0,1,2014-05-02,600000,42557,multiple_genres,5,-557443
water for elephants,en,6.209,6.9,1627,2011-04-22,38000000,116809717,multiple_genres,4,78809717
we are your friends,en,10.809,6.3,1241,2015-08-28,2000000,10153415,multiple_genres,8,8153415
we bought a zoo,en,9.931,6.7,1523,2011-12-23,50000000,118729073,multiple_genres,12,68729073
we need to talk about kevin,en,11.964,7.6,1306,2012-01-13,7000000,10765283,multiple_genres,1,3765283
we're the millers,en,14.746,6.8,5231,2013-08-07,37000000,267816276,multiple_genres,8,230816276
weekend,en,8.326,7.5,287,2011-09-23,190000,1577585,horror,9,1387585
welcome to marwen,en,22.032,6.6,286,2018-12-21,45000000,12874922,multiple_genres,12,-32125078
welcome to the rileys,en,8.348,6.5,241,2010-10-29,10000000,355919,drama,10,-9644081
what to expect when you're expecting,en,12.27,5.9,1130,2012-05-18,37500000,88473016,multiple_genres,5,50973016
what women want,zh,1.917,6.6,13,2000-12-15,65000000,374105123,multiple_genres,12,309105123
what's your number?,en,10.391,6.4,1271,2011-09-30,20000000,30163785,multiple_genres,9,10163785
when the bough breaks,en,8.062,5.3,150,2016-09-09,10000000,30768449,multiple_genres,9,20768449
when the game stands tall,en,6.08,6.6,185,2014-08-22,15000000,30138912,multiple_genres,8,15138912
while we're young,en,8.022,5.9,609,2015-03-27,10000000,17503828,multiple_genres,3,7503828
whiplash,en,28.784,8.4,7908,2014-10-10,3300000,38969037,multiple_genres,10,35669037
whiskey tango foxtrot,en,8.564,6.2,596,2016-03-04,35000000,25350747,multiple_genres,3,-9649253
white boy rick,en,13.794,6.3,277,2018-09-14,30000000,25947983,multiple_genres,9,-4052017
white fang,fr,15.879,7.2,69,1991-01-18,14000000,34729091,multiple_genres,1,20729091
white house down,en,13.026,6.4,2817,2013-06-28,150000000,205440387,multiple_genres,6,55440387
why did i get married too?,en,6.636,5.9,49,2010-04-02,20000000,60831067,multiple_genres,4,40831067
why him?,en,15.044,6.2,2494,2016-12-23,38000000,117425156,comedy,12,79425156
widows,en,20.628,6.5,941,2018-11-16,40000000,73866088,comedy,11,33866088
wild,en,10.098,7.0,1454,2014-12-03,15000000,52460543,multiple_genres,12,37460543
wild card,en,0.917,8.0,1,2015-01-30,30000000,4315789,multiple_genres,1,-25684211
wild target,en,9.355,6.4,356,2010-10-29,8000000,5314194,multiple_genres,10,-2685806
wilson,en,6.97,5.8,195,1944-08-01,5200000,2000000,documentary,8,-3200000
winchester,en,12.44,5.7,884,2018-02-02,3500000,44378040,multiple_genres,2,40878040
wind walkers,en,1.388,6.0,8,2015-12-31,2000000,0,multiple_genres,12,-2000000
windsor drive,en,1.608,2.5,4,2015-08-28,850000,3256,multiple_genres,8,-846744
wings,en,3.212,3.8,12,1927-08-12,2000000,0,multiple_genres,8,-2000000
winnie mandela,en,1.88,5.7,6,2013-09-06,15000000,61847,multiple_genres,9,-14938153
winnie the pooh,en,11.147,6.9,444,2011-07-15,30000000,50145607,multiple_genres,7,20145607
winter's bone,en,9.824,6.9,931,2010-06-11,2000000,16131551,multiple_genres,6,14131551
wish i was here,en,7.845,6.6,440,2014-07-18,6000000,6591365,multiple_genres,7,591365
wish upon,en,10.219,5.4,690,2017-07-14,12000000,23477345,multiple_genres,7,11477345
without men,en,2.312,4.5,13,2011-12-31,4700000,0,comedy,12,-4700000
wolf,en,0.6,7.0,2,1994-06-17,70000000,131011757,drama,6,61011757
wolves,en,8.627,5.8,151,2014-11-14,18000000,94953,multiple_genres,11,-17905047
woman in gold,en,7.76,7.4,787,2015-04-01,11000000,58586407,multiple_genres,4,47586407
womb,en,8.483,6.1,159,2012-03-30,13000000,0,multiple_genres,3,-13000000
won't back down,en,0.938,6.2,3,2012-09-28,19000000,5745503,sport,9,-13254497
wonder,en,20.101,8.2,3959,2017-11-17,20000000,304604712,multiple_genres,11,284604712
wonder woman,en,31.618,7.3,12566,2017-06-02,150000000,821133378,multiple_genres,6,671133378
wonderland,en,0.6,3.3,3,2003-10-03,5500000,1060512,multiple_genres,10,-4439488
woodlawn,en,5.575,7.0,79,2015-10-16,13000000,14403703,multiple_genres,10,1403703
world war z,en,14.582,6.7,9132,2013-06-21,190000000,531514650,multiple_genres,6,341514650
wrath of the titans,en,14.991,5.6,2442,2012-03-30,150000000,305270083,multiple_genres,3,155270083
wreck-it ralph,en,22.967,7.3,7780,2012-11-02,165000000,496511521,multiple_genres,11,331511521
wuthering heights,en,7.61,6.1,115,2012-10-05,8000000,2721534,multiple_genres,10,-5278466
x-men: apocalypse,en,39.293,6.5,8348,2016-05-27,178000000,542537546,multiple_genres,5,364537546
x-men: days of future past,en,41.867,7.5,10062,2014-05-23,200000000,747862775,multiple_genres,5,547862775
x-men: first class,en,1.447,7.2,8211,2011-06-03,160000000,355408305,multiple_genres,6,195408305
xxx: return of xander cage,en,21.749,5.6,2452,2017-01-20,85000000,345033359,multiple_genres,1,260033359
yoga hosers,en,8.05,4.5,221,2016-09-02,5000000,22958,multiple_genres,9,-4977042
yogi bear,en,9.096,5.3,387,2010-12-17,80000000,204774690,multiple_genres,12,124774690
you again,en,10.208,6.2,734,2010-09-24,20000000,32838945,multiple_genres,9,12838945
you will meet a tall dark stranger,en,6.209,5.8,431,2010-09-22,15000000,34247816,multiple_genres,9,19247816
you're next,en,11.45,6.6,1258,2013-08-23,1000000,26887177,multiple_genres,8,25887177
young adult,en,8.335,5.7,603,2011-12-09,12000000,22750356,multiple_genres,12,10750356
your highness,en,0.6,3.0,4,2011-04-08,50000000,26121638,multiple_genres,4,-23878362
your sister's sister,en,7.115,6.6,192,2012-06-15,120000,3090593,multiple_genres,6,2970593
youth,he,1.008,5.3,9,2015-12-04,13000000,24001573,multiple_genres,12,11001573
zambezia,en,7.931,5.6,131,2012-12-31,20000000,34454336,multiple_genres,12,14454336
zero dark thirty,en,14.239,6.9,2553,2012-12-19,52500000,134612435,multiple_genres,12,82112435
zipper,en,9.373,5.7,85,2015-08-28,4500000,0,multiple_genres,8,-4500000
zookeeper,en,10.764,5.3,886,2011-07-08,80000000,170805525,multiple_genres,7,90805525
zoolander 2,en,12.997,4.7,1374,2016-02-12,50000000,55348693,comedy,2,5348693
zoom,en,3.434,5.5,43,2006-08-11,35000000,12506188,multiple_genres,8,-22493812
zootopia,en,27.549,7.7,9977,2016-03-04,150000000,1019429616,multiple_genres,3,869429616
